DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia ID,Drugs.com Link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB04427,3-[[N-[4-Methyl-Piperazinyl]Carbonyl]-Phenylalaninyl-Amino]-5-Phenyl-Pentane-1-Sulfonic Acid Benzyloxy-Amide,,SmallMoleculeDrug,,,5289562,46504570,,,VS4,,,,"",,,,,,4451500,,
DB04429,4'-Hydroxyflavanone,,SmallMoleculeDrug,,,688859,46508379,41965,,DFL,,,,"",,,,,,600257,,
DB04430,3-(4-Phenylamino-Phenylamino)-2-(1h-Tetrazol-5-Yl)-Acrylonitrile,,SmallMoleculeDrug,,,5288260,46506902,,,FTA,,,,"",,,,,,4450460,,
DB04431,4-Epi-Vancosaminyl Derivative of Vancomycin,,SmallMoleculeDrug,,,131704282,46507056,,,,,,,"",,,,,,393334,,
DB04432,ZK-805623,,SmallMoleculeDrug,,,4470378,46504634,,,623,,,,"",,,,,,3668789,,
DB04433,"N''-{3-[(3s,8ar)-1,4-Dioxooctahydropyrrolo[1,2-a]Pyrazin-3-Yl]Propyl}Guanidine",,SmallMoleculeDrug,,,449095,46505787,,,ALJ,,,,"",,,,,,395718,,
DB04434,Naphthyridine Inhibitor,,SmallMoleculeDrug,,,5287512,46505221,,,460,,,,"",,,,,,4449875,,
DB04436,3-Fluorotyrosine,403-90-7,SmallMoleculeDrug,,,643330,46507213,46534,,YOF,,,,"",,,,,,558483,,
DB04437,"Cysteine-Methylene-Carbamoyl-1,10-Phenanthroline",,SmallMoleculeDrug,,,17754108,46508289,,,NPH,,,,"",,,,,,16744135,,
DB04438,BVDU-MP,,SmallMoleculeDrug,,,6505368,46507968,,,BVP,,,,"",,,,,,5005362,,
DB04439,Modified Acarbose Pentasaccharide,,SmallMoleculeDrug,,,447014,46508537,,,ACG,,,,"",,,,,,394226,,
DB04440,Nebularine,550-33-4,SmallMoleculeDrug,C01736,,68368,46507074,18255,,PUR,,,,"",,,,,,61656,50335291,
DB04441,2-Fluoroadenosine,146-78-1,SmallMoleculeDrug,,,8975,46507053,39740,,2FA,,,,"",,,,,,8628,50118807,
DB04442,"2-(2-Oxo-1,2-Dihydro-Pyridin-3-Yl)-1h-Benzoimidazole-5-Carboxamidine",,SmallMoleculeDrug,,,5326542,46506935,,,120,,,,"",,,,,,16743764,13944,
DB04444,Tetrafluoroaluminate Ion,21340-02-3,SmallMoleculeDrug,,,5311325,46509122,30111,,ALF,,,,"",,,,,,10722628,,
DB04445,Mercuric iodide,7774-29-0,SmallMoleculeDrug,,,24485,46505328,49659,,HGI,,,,"",,,Mercury(II)_iodide,,,22893,,
DB04446,Benzo[B]Thiophene-2-Carboxamidine,,SmallMoleculeDrug,,,444753,46506114,,,ESX,,,,"",,,,,,392586,14170,
DB04447,"1,4-Dithiothreitol",3483-12-3,SmallMoleculeDrug,C00265,,439196,46505212,42106,,DTT,,,,"",,,,,,388336,,
DB04448,"2,4-Difluorobenzyl Alcohol 2,4-Difluoro-1-(Hydroxymethyl)Benzene",,SmallMoleculeDrug,,,91867,46505681,,,24B,,,,"",,,,,,82950,,
DB04449,"5-(3,3-Dihydroxypropeny)-3-Methoxy-Benzene-1,2-Diol",,SmallMoleculeDrug,,,5288545,46506497,,,HFL,,,,"",,,,,,4450689,,
DB04450,Heptyl 1-Thiohexopyranoside,,SmallMoleculeDrug,,,656917,46507158,,,HTG,,,,"",,,,,,571166,,
DB04451,4-Methylpiperazin-1-Yl Carbonyl Group,,SmallMoleculeDrug,,,6453585,46508298,,,ODS,,,,"",,,,,,4955955,,
DB04452,Aminoquinuride,3811-56-1,SmallMoleculeDrug,,,71166,46506738,,,NSC,,,,"",,,,,,64306,50444748,
DB04453,"4-O-(4,6-Dideoxy-4-{[4-[(4-O-Hexopyranosylhexopyranosyl)Oxy]-5,6-Dihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}Hexopyranosyl)Hexopyranose",,SmallMoleculeDrug,,,4369394,46507917,,,ARE,,,,"",,,,,,3571969,,
DB04454,Alpha-Aminobutyric Acid,,SmallMoleculeDrug,C02261,,439691,46505337,28797,,DBB,,,,"",,,,,,388757,,
DB04455,"N,N,N-trimethylglycinium",,SmallMoleculeDrug,,,248,46506049,41139,,BET,,,,"",,,,,,243,50357226,
DB04456,Arsenous acid,13464-58-9,SmallMoleculeDrug,C06697,,545,46508436,49900,,TAS,,,,"",,,Arsenous_acid,,,530,,
DB04457,2'-Deoxyguanosine-5'-Monophosphate,902-04-5,SmallMoleculeDrug,C00362,,65059,46507156,16192,,DGP,,,,"",,,,,,58570,,
DB04458,"2,2-Dichloro-1-Methanesulfinyl-3-Methyl-Cyclopropanecarboxylic Acid [1-(4-Bromo-Phenyl)-Ethyl]-Amide",,SmallMoleculeDrug,,,9543529,46506483,,,MS2,,,,"",,,,,,,,
DB04459,"3,4-Dichloroisocoumarin",,SmallMoleculeDrug,,,1609,46507031,109540,,DIC,,,,"",,,,,,1550,50199883,
DB04460,(C8-S)-Hydantocidin 5'-Phosphate,,SmallMoleculeDrug,,,5289306,46508804,,,RPL,,,,"",,,,,,4451299,,
DB04461,Coproporphyrinogen III,2624-63-7,SmallMoleculeDrug,C03263,,321,46508802,15439,,CP3,,,,"",,,Coproporphyrinogen_III,,,315,,
DB04462,Tetrabromo-2-Benzotriazole,,SmallMoleculeDrug,,,1694,46505214,,,TBS,,,,"",,,,,,1631,11323,
DB04463,"3-(4-Amino-1-Tert-Butyl-1h-Pyrazolo[3,4-D]Pyrimidin-3-Yl)Phenol",,SmallMoleculeDrug,,,657095,46505652,,,AB3,,,,"",,,,,,571298,,
DB04464,N-Formylmethionine,,SmallMoleculeDrug,C03145,,439750,46505840,16552,,FME,,,,"",,,N-Formylmethionine,,,388809,,
DB04466,SR12813,126411-39-0,SmallMoleculeDrug,C15628,,446313,46506324,77317,,SRL,,,,"",,,,,,393705,50030477,
DB04467,N-(5'-phosphopyridoxyl)-L-alanine,,SmallMoleculeDrug,,,444773,46508912,44770,,PDA,,,,"",,,,,,392600,,
DB04469,"1-(4-Methoxyphenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",,SmallMoleculeDrug,,,656965,46507765,,,4DE,,,,"",,,,,,571201,14794,
DB04470,CRA_10656,,SmallMoleculeDrug,,,6119063,46506984,,,656,,,,"",,,,,,20138879,50115857,
DB04471,"2-Phenyl-1-[4-(2-Piperidin-1-Yl-Ethoxy)-Phenyl]-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol",,SmallMoleculeDrug,,,448915,46505282,,,PTI,,,,"",,,,,,395572,,
DB04472,(R)-1-Para-Nitro-Phenyl-2-Azido-Ethanol,,SmallMoleculeDrug,,,11481186,46508026,,,RPN,,,,"",,,,,,9656006,,
DB04473,Alpha-L-Fucose,,SmallMoleculeDrug,,,439554,46504974,42548,,FUC,,,,"",,,,,,388645,,
DB04474,1-Anilino-8-Naphthalene Sulfonate,,SmallMoleculeDrug,C11326,,1369,46506849,39708,,2AN,,,,"",,,,,,1328,50126831,
DB04476,"Trencam-3,2-Hopo",,SmallMoleculeDrug,,,449146,46505284,,,DB1,,,,"",,,,,,395759,,
DB04477,"N-1,2,3,4-Tetrahydronaphth-1-Yl-2'-[3,5-Dimethoxybenzamido]-2'-Deoxy-Adenosine",,SmallMoleculeDrug,,,5289484,46506101,,,TND,,,,"",,,,,,4451444,,
DB04478,"Cp-166572, 2-Hydroxymethyl-4-(4-N,N-Dimethylaminosulfonyl-1-Piperazino)-Pyrimidine",,SmallMoleculeDrug,,,132302,46507845,,,572,,,,"",,,,,,116843,50102723,
DB04479,4-Nitro-Inden-1-One,,SmallMoleculeDrug,,,1750,46507370,,,NID,,,,"",,,,,,1687,,
DB04480,"3-(4-Fluorophenyl)-2-(6-Methylpyridin-2-Yl)-5,6-Dihydro-4h-Pyrrolo[1,2-B]Pyrazole",,SmallMoleculeDrug,,,5287525,46504872,,,580,,,,"",,,,,,4449885,50148669,
DB04481,Meso-Erythritol,,SmallMoleculeDrug,,,222285,46507139,17113,,MRY,,,,"",,,,,,192963,,
DB04482,Cmp-2-Keto-3-Deoxy-Octulosonic Acid,,SmallMoleculeDrug,C04121,,445888,46506999,86284,,CMK,,,,"",,,,,,393385,,
DB04483,2-deoxy-2-fluoro-β-D-mannose,55449-80-4,SmallMoleculeDrug,,,445913,46507903,49152,,MAF,,,,"",,,,,,393404,,
DB04484,L-Phenylalaninol,3182-95-4,SmallMoleculeDrug,,,447213,46507788,,,PHL,,,,"",,,,,,394370,50367058,
DB04485,Deoxythymidine,50-89-5,SmallMoleculeDrug,C00214,,5789,46507598,17748,,THM,,,,"",,,Thymidine,,,5585,1,
DB04486,"(2s)-2,8-Diaminooctanoic Acid",,SmallMoleculeDrug,,,46936985,46507117,,,HHK,,,,"",,,,,,25056746,,
DB04487,N-Methylleucine,,SmallMoleculeDrug,,,6951123,46504834,,,MLU,,,,"",,,,,,5324040,,
DB04488,"(6r,7r)-3-[(Acetyloxy)Methyl]-7-{[(6s)-6-(Glycylamino)-7-Oxido-7-Oxoheptanoyl]Amino}-8-Oxo-5-Thia-1-Azabicyclo[4.2.0]Octane-2-Carboxylate",,SmallMoleculeDrug,,,131704283,46504718,,,H2A,,,,"",,,,,,,,
DB04489,Guanidinoethylmercaptosuccinic acid,77482-44-1,SmallMoleculeDrug,,,446018,46506328,,,GEM,,,,"",,,,,,393491,,
DB04490,3-(Mercaptomethylene)Pyridine,,SmallMoleculeDrug,,,205225,46505418,,,,,,,"",,,,,,177798,,
DB04491,Diisopropylphosphono Group,,SmallMoleculeDrug,,,6327350,46505786,,,DFP,,,,"",,,,,,10449943,,
DB04492,2-(acetylamino)-2-deoxy-4-O-sulfo-alpha-D-galactopyranose,,SmallMoleculeDrug,,,447406,46509148,,,NGK,,,,"",,,,,,394521,,
DB04493,Fructose-6-Phosphate,,SmallMoleculeDrug,,,69507,46507447,15946,,F6R,,,,"",,,,,,62713,,
DB04494,Dihydroxy(oxo)molybdenum(6+),,SmallMoleculeDrug,,,,46507185,,,OMO,,,,"",,,,,,58829657,,
DB04495,RU81843,,SmallMoleculeDrug,,,447518,46507314,,,843,,,,"",,,,,,394581,14689,
DB04496,4-Phospho-D-Erythronohydroxamic Acid,,SmallMoleculeDrug,,,449303,46505228,,,RES,,,,"",,,,,,395872,50148767,
DB04497,2'-Monophosphoadenosine-5'-Diphosphoribose,,SmallMoleculeDrug,,,131704284,46508839,,,APX,,,,"",,,,,,25057199,,
DB04498,Aspartate Semialdehyde,,SmallMoleculeDrug,,,49866644,46505846,,,AS2,,,,"",,,,,,,,
DB04499,R-Styrene Oxide,,SmallMoleculeDrug,,,114705,46507332,45389,,RSO,,,,"",,,,,,102702,,
DB04500,4-acetamidobenzoic acid,556-08-1,SmallMoleculeDrug,,,19266,46507151,46171,,TYZ,,,,"",,,,,,18177,239165,
DB04501,Camphane,464-15-3,SmallMoleculeDrug,,,92108,46507247,41341,,CAE,,,,"",,,Bornane,,,16743887,,
DB04502,WRR-204,,SmallMoleculeDrug,,,17754216,46505139,,,VSC,,,,"",,,,,,16744256,,
DB04503,Sp-722,,SmallMoleculeDrug,,,445505,46506700,46068,,TP3,,,,"",,,,,,393128,50149202,
DB04504,"(3s)-2,3,4,5-Tetrahydropyridin-3-Amine",,SmallMoleculeDrug,,,445281,46509089,,,XBB,,,,"",,,,,,392965,,
DB04505,"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",,SmallMoleculeDrug,,,448971,46504485,,,PU9,,,,"",,,,,,395619,15380,
DB04506,Chlorophyll B,519-62-0,SmallMoleculeDrug,C05307,,6450186,46505079,27888,,CHL,,,,"",,,Chlorophyll_b,,,9767935,,
DB04508,"Methyl(6s)-1-Thio-L-Manno-Hexodialdo-6,2-Pyranoside",,SmallMoleculeDrug,,,5289570,46509002,,,WIA,,,,"",,,,,,4451507,,
DB04509,N-Methylnaloxonium,,SmallMoleculeDrug,,,6323452,46508658,,,NLX,,,,"",,,,,,4883425,,
DB04510,3-phospho-D-glyceric acid,820-11-1,SmallMoleculeDrug,C00197,,439183,46506415,17794,,3PG,,,,"",,,3-Phosphoglyceric_acid,,,388326,,
DB04511,N-Succinyl Methionine,,SmallMoleculeDrug,,,448581,46504882,,,SMG,,,,"",,,,,,395339,,
DB04512,2-Isobutyl-3-Methoxypyrazine,,SmallMoleculeDrug,,,32594,46504637,,,PRZ,,,,"",,,Methoxypyrazines,,,30208,12031,
DB04513,N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide,,SmallMoleculeDrug,,,5681,46506532,,,WW7,,,,"",,,,,,5479,50111446,
DB04514,Phosphoric Acid-2'-[2'-Deoxy-Uridine]Ester-5'-Guanosine Ester,,SmallMoleculeDrug,,,89950,46507020,,,U2G,,,,"",,,,,,81198,,
DB04515,6-deoxy-2-O-methyl-alpha-L-galactopyranose,,SmallMoleculeDrug,,,444792,46508953,,,MXZ,,,,"",,,,,,392616,,
DB04516,2-Deoxy-Glucitol-6-Phosphate,,SmallMoleculeDrug,,,49866901,46508873,,,DG6,,,,"",,,,,,25057123,,
DB04517,Dipyrromethane Cofactor,,SmallMoleculeDrug,,,5460481,46504454,42121,,DPM,,,,"",,,,,,4573997,,
DB04518,"3-[4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol",,SmallMoleculeDrug,,,447959,46506305,,,CK5,,,,"",,,,,,394904,8050,
DB04519,Caprylic acid,124-07-2,SmallMoleculeDrug,C06423,D05220,379,46507647,28837,,OCA,,,,15159,,,Caprylic_acid,,,370,,
DB04520,"(3s,8ar)-3-(4-Hydroxybenzyl)Hexahydropyrrolo[1,2-a]Pyrazine-1,4-Dione",,SmallMoleculeDrug,C10605,,119404,46507651,6631,,TYP,,,,"",,,,,,106647,,
DB04521,GSHNA,,SmallMoleculeDrug,,,444455,46506521,,,HAG,,,,"",,,,,,392385,,
DB04522,Dexfosfoserine,407-41-0,SmallMoleculeDrug,C01005,,68841,46505297,15811,,SEP,,,,"",,,,,,62074,17664,
DB04523,Tert-Butyl(1s)-1-Cyclohexyl-2-Oxoethylcarbamate,,SmallMoleculeDrug,,,448022,46506391,,,TCO,,,,"",,,,,,394954,50137816,
DB04524,Malonyl-CoA,524-14-1,SmallMoleculeDrug,C00083,,644066,46506952,15531,,MLC,,,,"",,,Malonyl-CoA,,,559121,,
DB04525,2-(Carboxymethoxy)-5-[(2s)-2-({(2s)-2-[(3-Carboxypropanoyl)Amino] -3-Phenylpropanoyl}Amino)-3-Oxo-3-(Pentylamino)Propyl]Benzoic Acid,,SmallMoleculeDrug,,,445785,46506542,,,INX,,,,"",,,,,,393321,13611,
DB04526,L-Glycero-D-Manno-Heptopyranose,,SmallMoleculeDrug,,,125414,46504518,42976,,GMH,,,,"",,,,,,111594,,
DB04527,Beta-Hydroxyasparagine,16712-79-1,SmallMoleculeDrug,,,15991574,46504466,58850,,AHB,,,,"",,,,,,13122509,,
DB04528,"2,4-Dinitrophenol",51-28-5,SmallMoleculeDrug,C02496,,1493,46507895,42017,,DNF,,,,"",,,"2,4-Dinitrophenol",,,1448,,
DB04529,Desvancosaminyl Vancomycin,,SmallMoleculeDrug,,,447876,46507259,47395,,,,,,"",,,,,,394844,,
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",,SmallMoleculeDrug,,,170018,46504681,74104,,CME,,,,"",,,,,,148678,,
DB04531,Benzylcysteine,,SmallMoleculeDrug,,,193613,46508797,,,BCS,,,,"",,,,,,168022,50213728,
DB04532,Indole,120-72-9,SmallMoleculeDrug,C00463,,798,46508707,16881,,IND,,,,"",,,Indole,,,776,50094702,
DB04533,2-Amino-P-Cresol,,SmallMoleculeDrug,,,7264,46506218,,,2AC,,,,"",,,,,,6994,,
DB04534,5-Nitroindazole,,SmallMoleculeDrug,,,21501,46505588,,,5NI,,,,"",,,,,,20208,50304144,
DB04537,L-Tryptophanamide,,SmallMoleculeDrug,C00977,,439356,46508052,16533,,LTN,,,,"",,,,,,388479,,
DB04538,threo-3-methyl-L-aspartic acid,,SmallMoleculeDrug,C03618,,440064,46507874,47980,,2AS,,,,"",,,,,,389071,,
DB04539,Glyphosate,1071-83-6,SmallMoleculeDrug,C01705,,5288464,46506916,27744,,GPJ,,,,"",,,Glyphosate,,,4450646,,DNC000698
DB04540,Cholesterol,57-88-5,SmallMoleculeDrug,C00187,D00040,5997,46508234,16113,,CLR,,,,9250,,,Cholesterol,,,5775,20192,
DB04541,"(8ar)-Hexahydropyrrolo[1,2-a]Pyrazine-1,4-Dione",,SmallMoleculeDrug,,,126154,46504964,,,GIO,,,,"",,,,,,112149,,
DB04542,3'-Azido-3'-Deoxythymidine-5'-Diphosphate,,SmallMoleculeDrug,,,455742,46506772,,,AZD,,,,"",,,,,,401306,,
DB04543,"2,6-Diamino-8-(1h-Imidazol-2-Ylsulfanylmethyl)-3h-Quinazoline-4-One",,SmallMoleculeDrug,,,446622,46508733,,,AIQ,,,,"",,,,,,393933,,
DB04544,1-Deoxy-1-Acetylamino-Beta-D-Gluco-2-Heptulopyranosonamide,,SmallMoleculeDrug,,,445723,46509200,,,CR6,,,,"",,,,,,393278,50306563,
DB04545,Afegostat,169105-89-9,SmallMoleculeDrug,,,447607,46505453,,,IFM,,,,"",,,Afegostat,,,394649,50182801,
DB04546,3-Deaza-Adenosine,,SmallMoleculeDrug,,,23190,46505073,,,AD3,,,,"",,,,,,21699,82055,
DB04547,Inhibitor Bea409,,SmallMoleculeDrug,,,445307,46507806,,,BEE,,,,"",,,,,,392982,848,
DB04548,4-Deoxy-D-Glucuronic Acid,,SmallMoleculeDrug,,,446228,46506544,,,GC4,,,,"",,,,,,393640,,
DB04549,"4-(Aminosulfonyl)-N-[(2,3,4-Trifluorophenyl)Methyl]-Benzamide",,SmallMoleculeDrug,,,446240,46505961,,,IOC,,,,"",,,,,,393649,12020,
DB04551,"beta-D-fructofuranose 1,6-bisphosphate",,SmallMoleculeDrug,C05378,,10267,46506743,28013,,FBP,,,,"",,,,,,9848,,
DB04553,2-Oxobutanoic Acid,600-18-0,SmallMoleculeDrug,C00109,,58,46504977,30831,,2KT,,,,"",,,,,,57,,
DB04554,8-Bromoadenosine-5'-Diphosphate,,SmallMoleculeDrug,,,447236,46508153,,,ABP,,,,"",,,,,,394387,,
DB04555,Cytidine-5'-Diphosphate,63-38-7,SmallMoleculeDrug,C00112,,6132,46508856,17239,,CDP,,,,"",,,,,,5902,50194153,
DB04556,3-[(1s)-1-(Dimethylamino)Ethyl]Phenol,,SmallMoleculeDrug,,,445892,46508821,,,SAF,,,,"",,,,,,393387,,
DB04557,Arachidonic Acid,506-32-1,SmallMoleculeDrug,C00219,,444899,46506683,15843,,ACD,,,,"",,,,,,392692,22319,DNC000249
DB04559,N-(Chlorophenyl)-N'-Hydroxyguanidine,,SmallMoleculeDrug,,,181426,46505348,,,PH3,,,,"",,,,,,157824,,
DB04560,"4,7-Dioxosebacic Acid",,SmallMoleculeDrug,,,1698,46506081,,,DSB,,,,"",,,,,,1635,,
DB04561,"4-Acetamido-2,4-Didexoy-D-Glycero-Beta-D-Galacto-Octopyranosylphosphonic Acid",,SmallMoleculeDrug,,,445079,46506811,,,AXP,,,,"",,,,,,392825,,
DB04562,Tricarballylic Acid,,SmallMoleculeDrug,,,14925,46507955,45969,,TRC,,,,"",,,,,,14220,50119563,
DB04563,CRA_9678,,SmallMoleculeDrug,,,17753799,46505040,,,678,,,,"",,,,,,20482197,,
DB04564,Gluconolactone,90-80-2,SmallMoleculeDrug,C00198,D04332,7027,46506698,16217,,LGC,,,,"",,,Gluconolactone,,,6760,50366565,
DB04565,4-(Acetylamino)-3-[(Hydroxyacetyl)Amino]Benzoic Acid,,SmallMoleculeDrug,,,446324,46506091,,,ST5,,,,"",,,,,,393713,,
DB04566,Inosinic Acid,131-99-7,SmallMoleculeDrug,C00130,,8582,46504691,17202,,IMP,,,,"",,,Inosinic_acid,,,8264,19254,
DB04567,Chromophore (Gly-Tyr-Gly),,SmallMoleculeDrug,,,49866829,46505142,,,CRO,,,,"",,,,,,25057044,,
DB04568,5-Aminoimidazole Ribonucleoside,,SmallMoleculeDrug,,,448820,46509066,,,AIS,,,,"",,,,,,395505,,
DB04569,Formic Acid Benzyl Ester,,SmallMoleculeDrug,C05613,,7708,46506285,3057,,PHQ,,,,"",,,,,,7422,,
DB04577,1-(1-phenylcyclopentyl)methylamine,17511-89-6,SmallMoleculeDrug,,,205131,46505106,39505,,007,,,,"",,,,,,177716,11555,
DB04578,"(S)-2-[(R)-3-amino-4-(2-fluorophenyl)butyryl]-1,2,3,4-tetrahydroisoquinoline-3-carboxamide","",SmallMoleculeDrug,,,5494385,46507585,39484,,008,,,,"",,,,,,4591835,11558,
DB04579,"N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-",,SmallMoleculeDrug,,,49866368,46504475,,,042,,,,"",,,,,,25060338,,
DB04580,1-Methyl-2-quinolone,606-43-9,SmallMoleculeDrug,,,11820,46504985,,,12Q,,,,"",,,,,,11327,,
DB04581,1-benzylimidazole,4238-71-5,SmallMoleculeDrug,,,77918,46506844,,,1BN,,,,"",,,,,,70309,7887,
DB04582,IMAZAQUIN,,SmallMoleculeDrug,,,909781,46507198,,,1IQ,,,,"",,,,,,794975,,
DB04583,"5-Carbamoyl-1,1':4',1''-terphenyl-3-carboxylic acid",,SmallMoleculeDrug,,,5287459,46505120,,,201,,,,"",,,,,,4449837,16099,
DB04584,Phenyldehydroalanine,7060-39-1,SmallMoleculeDrug,,,5702627,46506109,,,23F,,,,"",,,,,,4642931,,
DB04585,DEHYDRO-2(S)-AMINO-6-BORONOHEXANOIC ACID,,SmallMoleculeDrug,,,657085,46507630,,,2BH,,,,"",,,,,,571290,,
DB04586,2-bromophenol,95-56-7,SmallMoleculeDrug,C14841,,7244,46504642,,,2BR,,,,"",,,,,,6974,50150783,
DB04587,2'-O-BUTYL-5-METHYLURIDINE,,SmallMoleculeDrug,,,49866449,46505132,,,2BT,,,,"",,,,,,25057502,,
DB04588,"N-[4-(AMINOSULFONYL)BENZYL]-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",,SmallMoleculeDrug,,,5327104,46506992,,,2DD,,,,"",,,,,,20120291,15399,
DB04590,(2R)-({4-[AMINO(IMINO)METHYL]PHENYL}AMINO){5-ETHOXY-2-FLUORO-3-[(3R)-TETRAHYDROFURAN-3-YLOXY]PHENYL}ACETICACID,,SmallMoleculeDrug,,,6852220,46505729,,,346,,,,"",,,,,,5254670,13590,
DB04591,"N-{2,2-DIFLUORO-2-[(2R)-PIPERIDIN-2-YL]ETHYL}-2-[2-(1H-1,2,4-TRIAZOL-1-YL)BENZYL][1,3]OXAZOLO[4,5-C]PYRIDIN-4-AMINE",,SmallMoleculeDrug,,,5287492,46504952,,,382,,,,"",,,,,,4449859,,
DB04592,3-Bromo-3-buten-1-ol,76334-36-6,SmallMoleculeDrug,,,533975,46506723,,,3BB,,,,"",,,,,,465229,,
DB04593,3-({1-[3-CARBAMIMIDOYL-1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-PROPYLCARBAMOYL]-2-METHYL-BUTYLSULFAMOYL}-METHYL)-BENZOIC ACID,,SmallMoleculeDrug,,,5326876,46504568,,,3CB,,,,"",,,,,,4484168,,
DB04594,3-hydroxyglutaric acid,638-18-6,SmallMoleculeDrug,,,181976,46508402,,,3HG,,,,"",,,,,,158277,50344960,
DB04595,"(E)-(4S,6S)-8-METHYL-6-((S)-3-METHYL-2-{(S)-2-[(5-METHYL-ISOXAZOLE-3-CARBONYL)-AMINO]-PROPIONYLAMINO}-BUTYRYLAMINO)-5-OXO-4-((R)-2-OXO-PYRROLIDIN-3-YLMETHYL)-NON-2-ENOIC ACID BENZYL ESTER",,SmallMoleculeDrug,,,6323191,46506321,,,,,,,"",,,,,,4883311,,
DB04596,"4-O-{4,6-O-[(1S)-1-Carboxyethylidene]-β-D-mannopyranosyl}-D-glucopyranuronic acid",,SmallMoleculeDrug,,,5287514,46509174,,,46D,,,,"",,,,,,4449877,,
DB04597,"[4,6-O-(1-CARBOXYETHYLIDENE)-BETA-D-MANNOSE]",,SmallMoleculeDrug,,,4369553,46506431,,,46M,,,,"",,,,,,3572082,,
DB04598,2-AMINO-4-CHLORO-3-HYDROXYBENZOIC ACID,,SmallMoleculeDrug,,,114947,46506832,,,4AA,,,,"",,,,,,102886,,
DB04599,Aniracetam,72432-10-1,SmallMoleculeDrug,C13355,D01883,2196,46506607,47943,,4MP,,,,"",,,Aniracetam,,,2111,,
DB04600,"4-[(3-BROMO-4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE",,SmallMoleculeDrug,,,4369414,46508682,,,4TR,,,,"",,,,,,3571981,10020,
DB04601,"4-[(4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE",,SmallMoleculeDrug,,,4369413,46507413,,,4TZ,,,,"",,,,,,3571980,10017,
DB04602,PUROMYCIN AMINONUCLEOSIDE-5'-MONOPHOSPHATE,,SmallMoleculeDrug,,,451597,46506306,,,5AA,,,,"",,,,,,397798,,
DB04603,2'-DEOXY-5-FORMYLCYTIDINE-5'-MONOPHOSPHATE,,SmallMoleculeDrug,,,15081829,46507842,,,5FC,,,,"",,,,,,25057202,,
DB04604,5-iodotubercidin,24386-93-4,SmallMoleculeDrug,,,97297,46506259,40167,,5ID,,,,"",,,,,,87822,50375654,
DB04605,5-Aminoisoquinoline,1125-60-6,SmallMoleculeDrug,,,70766,46506072,,,5IQ,,,,"",,,,,,63931,32097,
DB04606,2-[2-ETHANESULFONYLAMINO-3-(5-PROPOXY-1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIMIDOYL-BENZYLAMIDE),,SmallMoleculeDrug,,,5326888,46507880,,,5PI,,,,"",,,,,,4484180,,
DB04607,"PHENYLAMINOIMIDAZO(1,2-ALPHA)PYRIDINE",,SmallMoleculeDrug,,,5330608,46506780,,,628,,,,"",,,,,,4487759,6670,
DB04608,"9-HYDROXY-4-PHENYL-6H-PYRROLO[3,4-C]CARBAZOLE-1,3-DIONE",,SmallMoleculeDrug,,,4369491,46505289,,,824,,,,"",,,,,,3572034,50192349,
DB04609,INHIBITOR Q8467 OF DUPONT MERCK,,SmallMoleculeDrug,,,448069,46507402,,,846,,,,"",,,,,,394989,50055589,
DB04610,"7,8-dihydro-6-hydroxymethyl-7-methyl-7-[2-phenylethyl]-pterin","",SmallMoleculeDrug,,,4369143,46506687,,,87Y,,,,"",,,,,,3571843,,
DB04612,"N-METHYLALANYL-3-METHYLVALYL-4-PHENOXY-N-(1,2,3,4-TETRAHYDRONAPHTHALEN-1-YL)PROLINAMIDE",,SmallMoleculeDrug,,,5388929,46504945,,,997,,,,"",,,,,,4534975,13174,
DB04613,"(E)-(4S,6S)-6-((S)-2-{(S)-2-[(FURAN-2-CARBONYL)-AMINO]-3-METHYL-BUTYRYLAMINO}-3-METHYL-BUTYRYLAMINO)-8-METHYL-5-OXO-4-((R)-2-OXO-PYRROLIDIN-3-YLMETHYL)-NON-2-ENOIC ACID ETHYL ESTER",,SmallMoleculeDrug,,,5287569,46506597,,,9IN,,,,"",,,,,,4449909,,
